Node	CRUD	DataFlowValue
$r61 = staticinvoke <org.apache.catalina.manager.StatusTransformer: java.lang.String formatSize(java.lang.Object,boolean)>($r60, 1)	U	null
$r145 = virtualinvoke $r144.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\"")	U	null
$r125 = virtualinvoke $r124.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\"")	U	null
r88 = virtualinvoke r5.<java.util.Vector: java.util.Enumeration elements()>()	U	null
$z5 = interfaceinvoke r113.<java.util.Enumeration: boolean hasMoreElements()>()	U	null
$r60 = interfaceinvoke r3.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r28, "bytesSent")	U	null
$r129 = virtualinvoke $r127.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r128)	U	null
$r46 = r6[7]	U	null
virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>($r101)	R	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.Object)>($r44)	R	null
$r33 = staticinvoke <org.apache.catalina.manager.StatusTransformer: java.lang.String formatTime(java.lang.Object,boolean)>($r32, 0)	U	null
virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>(" />")	R	null
specialinvoke $r142.<java.lang.StringBuilder: void <init>(java.lang.String)>(" bytesSent=\"")	R	null
$r107 = new java.lang.StringBuilder	C	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>($r61)	R	null
$z2 = virtualinvoke r2.<java.lang.String: boolean equals(java.lang.Object)>($r91)	U	null
$r114 = interfaceinvoke r113.<java.util.Enumeration: java.lang.Object nextElement()>()	U	null
virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>("</workers>")	R	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>($r48)	R	null
$r80 = virtualinvoke $r79.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("</th><th>")	U	null
$r65 = virtualinvoke $r64.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("</th><th>")	U	null
$r62 = new java.lang.StringBuilder	C	null
$r67 = virtualinvoke $r65.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r66)	U	null
$r96 = virtualinvoke $r95.<java.lang.StringBuilder: java.lang.String toString()>()	U	null
r6 := @parameter7: java.lang.Object[]	R	null
staticinvoke <org.apache.catalina.manager.StatusTransformer: void writeProcessorState(java.io.PrintWriter,javax.management.ObjectName,javax.management.MBeanServer,int)>(r0, r149, r3, i0)	R	null
$r136 = virtualinvoke $r135.<java.lang.StringBuilder: java.lang.String toString()>()	U	null
specialinvoke $r56.<java.lang.StringBuilder: void <init>(java.lang.String)>(" ")	R	null
$r58 = virtualinvoke $r56.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r57)	U	null
$r109 = virtualinvoke $r107.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r108)	U	null
specialinvoke $r50.<java.lang.StringBuilder: void <init>(java.lang.String)>(" ")	R	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>($r37)	R	null
r9 = (javax.management.ObjectName) $r29	U	null
virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>($r111)	R	null
$r126 = virtualinvoke $r125.<java.lang.StringBuilder: java.lang.String toString()>()	U	null
$r47 = virtualinvoke $r45.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r46)	U	null
$r104 = virtualinvoke $r102.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r103)	U	null
$r70 = virtualinvoke $r68.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r69)	U	null
$r15 = virtualinvoke $r14.<java.lang.StringBuilder: java.lang.String toString()>()	U	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>(r2)	R	null
specialinvoke $r40.<java.lang.StringBuilder: void <init>(java.lang.String)>(" ")	R	null
$r31 = r6[4]	U	null
$r143 = interfaceinvoke r3.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r112, "bytesSent")	U	null
$r56 = new java.lang.StringBuilder	C	null
$r37 = virtualinvoke $r36.<java.lang.StringBuilder: java.lang.String toString()>()	U	null
goto [?= $z1 = interfaceinvoke r8.<java.util.Enumeration: boolean hasMoreElements()>()]	R	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>($r43)	R	null
$z4 = virtualinvoke r2.<java.lang.String: boolean equals(java.lang.Object)>($r116)	U	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>($r33)	R	null
$r122 = new java.lang.StringBuilder	C	null
r5 := @parameter5: java.util.Vector	R	null
r3 := @parameter3: javax.management.MBeanServer	R	null
$r106 = virtualinvoke $r105.<java.lang.StringBuilder: java.lang.String toString()>()	U	null
if $z6 == 0 goto $z7 = interfaceinvoke r147.<java.util.Enumeration: boolean hasMoreElements()>()	R	null
$r108 = interfaceinvoke r3.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r1, "currentThreadsBusy")	U	null
$r137 = new java.lang.StringBuilder	C	null
specialinvoke $r117.<java.lang.StringBuilder: void <init>(java.lang.String)>(" maxTime=\"")	R	null
r4 := @parameter4: java.util.Vector	R	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>($r20)	R	null
$r94 = virtualinvoke $r93.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r2)	U	null
r112 = r115	U	null
$r19 = virtualinvoke $r17.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r18)	U	null
$r146 = virtualinvoke $r145.<java.lang.StringBuilder: java.lang.String toString()>()	U	null
$r133 = interfaceinvoke r3.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r112, "errorCount")	U	null
if $z3 != 0 goto $r89 = interfaceinvoke r88.<java.util.Enumeration: java.lang.Object nextElement()>()	R	null
$r54 = interfaceinvoke r3.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r28, "bytesReceived")	U	null
staticinvoke <org.apache.catalina.manager.StatusTransformer: void writeProcessorState(java.io.PrintWriter,javax.management.ObjectName,javax.management.MBeanServer,int)>(r0, r90, r3, i0)	R	null
$r111 = virtualinvoke $r110.<java.lang.StringBuilder: java.lang.String toString()>()	U	null
$r85 = virtualinvoke $r83.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r84)	U	null
$r116 = virtualinvoke r115.<javax.management.ObjectName: java.lang.String getKeyProperty(java.lang.String)>("name")	U	null
$r45 = new java.lang.StringBuilder	C	null
$r83 = virtualinvoke $r82.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("</th><th>")	U	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.Object)>($r49)	R	null
if $z7 != 0 goto $r148 = interfaceinvoke r147.<java.util.Enumeration: java.lang.Object nextElement()>()	R	null
$r128 = interfaceinvoke r3.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r112, "requestCount")	U	null
$r93 = new java.lang.StringBuilder	C	null
$r68 = virtualinvoke $r67.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("</th><th>")	U	null
$z0 = virtualinvoke r2.<java.lang.String: boolean equals(java.lang.Object)>($r30)	U	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>($r55)	R	null
$r142 = new java.lang.StringBuilder	C	null
$r44 = interfaceinvoke r3.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r28, "requestCount")	U	null
goto [?= return]	R	null
$r98 = interfaceinvoke r3.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r1, "maxThreads")	U	null
r2 := @parameter2: java.lang.String	R	null
$r30 = virtualinvoke r9.<javax.management.ObjectName: java.lang.String getKeyProperty(java.lang.String)>("name")	U	null
specialinvoke $r12.<java.lang.StringBuilder: void <init>(java.lang.String)>(" ")	R	null
$r100 = virtualinvoke $r99.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\"")	U	null
return	R	null
