"","target_c","targetFQCN_c","teaching_c","step_c","ccna_c","idau_c","edge_dencity_c","graph_degree_c","eccentricity_centrality_c","centralization_c","page_rank_c","bonpow_c","betweenness_c"
"98","org.apache.tomcat.util.http.mapper.Mapper_clearWelcomeFiles","org.apache.tomcat.util.http.mapper.Mapper",1,9,2,0.333333333333333,0.125,0.25,6.90672614014371e-05,68746.4484126984,0.0809985515642607,0.186275835395755,45
"99","org.apache.tomcat.util.http.mapper.Mapper_pauseContextVersion","org.apache.tomcat.util.http.mapper.Mapper",1,13,4,0.230769230769231,0.0984848484848485,0.333333333333333,3.04730671093084e-05,62335.864516129,0.0658333556255996,0.156659039828067,132.568181818182
"100","org.apache.tomcat.util.http.mapper.Mapper_removeHost","org.apache.tomcat.util.http.mapper.Mapper",1,31,9,0.645161290322581,0.041005291005291,0.248677248677249,1.42915265044287e-06,21273.6182998934,0.0323842613954455,0.109949411699319,4369.31216931217
"101","org.apache.tomcat.util.http.mapper.Mapper_removeWelcomeFile","org.apache.tomcat.util.http.mapper.Mapper",1,41,14,0.463414634146341,0.0325396825396825,0.377777777777778,1.06848169350285e-06,18276.5037972316,0.0257118992211193,0.107535860833191,9162.18015873016
"102","org.apache.tomcat.util.http.mapper.Mapper_setContext","org.apache.tomcat.util.http.mapper.Mapper",1,10,0,0.6,0.0909090909090909,0.163636363636364,1.04246879685213e-05,64336.024137931,0.0700380673492915,0.103711790507244,85.8
"103","org.apache.tomcat.util.http.parser.HttpParser_isAbsolutePath","org.apache.tomcat.util.http.parser.HttpParser",1,3,0,0.666666666666667,0.25,0.333333333333333,0.00132668808264046,82949.1106719368,0.121491107397222,0.341646554035935,1.33333333333333
"104","org.apache.tomcat.util.http.parser.HttpParser_isAbsolutePathRelaxed","org.apache.tomcat.util.http.parser.HttpParser",1,9,0,0.555555555555556,0.160714285714286,1.35714285714286,7.4053781050204e-05,71185.6153846154,0.0882261767567661,0.38672890911617,9.35714285714286
"105","org.apache.tomcat.util.http.parser.HttpParser_isAlpha","org.apache.tomcat.util.http.parser.HttpParser",1,8,0,0.625,0.19047619047619,1.23809523809524,0.000109725175286602,73803.5215384615,0.0958215774577846,0.436535359357517,5.33333333333333
"106","org.apache.tomcat.util.http.parser.HttpParser_isHex","org.apache.tomcat.util.http.parser.HttpParser",1,8,0,0.625,0.19047619047619,1.23809523809524,0.000109725175286602,73803.5215384615,0.0958215774577846,0.436535359357517,5.33333333333333
"107","org.apache.tomcat.util.http.parser.HttpParser_isHttpProtocol","org.apache.tomcat.util.http.parser.HttpParser",1,8,0,0.625,0.19047619047619,1.23809523809524,0.000109725175286602,73803.5215384615,0.0958215774577846,0.436535359357517,5.33333333333333
"108","org.apache.tomcat.util.http.parser.HttpParser_isNotRequestTarget","org.apache.tomcat.util.http.parser.HttpParser",1,3,0,0.666666666666667,0.25,0.333333333333333,0.00132668808264046,82949.1106719368,0.121491107397222,0.341646554035935,1.33333333333333
"109","org.apache.tomcat.util.http.parser.HttpParser_isNotRequestTargetRelaxed","org.apache.tomcat.util.http.parser.HttpParser",1,9,0,0.555555555555556,0.160714285714286,1.35714285714286,7.4053781050204e-05,71185.6153846154,0.0882261767567661,0.38672890911617,9.35714285714286
"110","org.apache.tomcat.util.http.parser.HttpParser_isQuery","org.apache.tomcat.util.http.parser.HttpParser",1,3,0,0.666666666666667,0.25,0.333333333333333,0.00132668808264046,82949.1106719368,0.121491107397222,0.341646554035935,1.33333333333333
